notice_id,title,department,sub_tier,office,posted_date,response_deadline,notice_type,set_aside,naics_code,classification_code,active,description,link
f90f9106a96d4c57937a5ef26eb63b7b,"53--SCREW,MACHINE",,,,2026-02-19,2026-03-06,Combined Synopsis/Solicitation,SBA,332112,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f90f9106a96d4c57937a5ef26eb63b7b,https://sam.gov/opp/f90f9106a96d4c57937a5ef26eb63b7b/view
f894aba394024c08af528952e73619b2,"53--SCREW,MACHINE",,,,2026-02-19,2026-03-06,Combined Synopsis/Solicitation,SBA,332722,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f894aba394024c08af528952e73619b2,https://sam.gov/opp/f894aba394024c08af528952e73619b2/view
f802e3008b894f98988f3eac16c22fe4,"59--CABLE ASSEMBLY,SPEC",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,335931,59,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f802e3008b894f98988f3eac16c22fe4,https://sam.gov/opp/f802e3008b894f98988f3eac16c22fe4/view
f7fd3b80c09d45769eb51d8885f01d43,Spectrum Information Systems (SIS) Helpdesk,,,,2026-02-19,2026-02-26T16:00:00-05:00,Sources Sought,SBA,541330,,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f7fd3b80c09d45769eb51d8885f01d43,https://sam.gov/opp/f7fd3b80c09d45769eb51d8885f01d43/view
f7ab0f313c7043ff94ca3e246a2360fa,Human Capital Management Software Development and Sustainment,,,,2026-02-19,,Special Notice,SBA,541512,,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f7ab0f313c7043ff94ca3e246a2360fa,https://sam.gov/opp/f7ab0f313c7043ff94ca3e246a2360fa/view
f7696b32511945f1863af086f2437499,59--ANTENNA ELEMENT,,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,334413,59,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f7696b32511945f1863af086f2437499,https://sam.gov/opp/f7696b32511945f1863af086f2437499/view
f73bf8acaef14504a7e55ac6b5aa0893,PIPE,,,,2026-02-19,2026-02-23T10:00:00-08:00,Solicitation,SBA,332996,4710,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f73bf8acaef14504a7e55ac6b5aa0893,https://sam.gov/opp/f73bf8acaef14504a7e55ac6b5aa0893/view
f6fe7cfc005c435ab0c149b12f713a85,"CLOTH, LAMINATED",,,,2026-02-19,,Award Notice,SBA,313210,8305,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f6fe7cfc005c435ab0c149b12f713a85,https://sam.gov/opp/f6fe7cfc005c435ab0c149b12f713a85/view
f6d723f329494bab86ba9fb23ba1db61,ROMO FURNITURE IAW SOW,,,,2026-02-19,2026-03-06T12:00:00-05:00,Combined Synopsis/Solicitation,SBA,337121,7195,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f6d723f329494bab86ba9fb23ba1db61,https://sam.gov/opp/f6d723f329494bab86ba9fb23ba1db61/view
f699d58deef6487097dee8df02c5ec06,"Foreclosure Legal Services & Related Technical Support for the States of North Carolina, South Carolina, and Arkansas",,,,2026-02-19,2026-03-12T12:00:00-04:00,Combined Synopsis/Solicitation,SBA,531390,R418,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f699d58deef6487097dee8df02c5ec06,https://sam.gov/opp/f699d58deef6487097dee8df02c5ec06/view
f6230b09dca246e7b868cfea75b87ee9,"28--PARTS KIT,DIESEL EN",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,333618,28,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f6230b09dca246e7b868cfea75b87ee9,https://sam.gov/opp/f6230b09dca246e7b868cfea75b87ee9/view
f5ad8096e08947eaa8b77c3c47588ea3,"59--SWITCH,PRESSURE",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,332919,59,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f5ad8096e08947eaa8b77c3c47588ea3,https://sam.gov/opp/f5ad8096e08947eaa8b77c3c47588ea3/view
f58ac46cab3448e6b90e227f08df2338,Commercial Industrial Services (CIS) Scaffolding - USS JOHN P. MURTHA (LPD-26) and USS PRINCETON (CG-59),,,,2026-02-19,2026-02-19T14:00:00-08:00,Solicitation,SBA,238990,J999,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f58ac46cab3448e6b90e227f08df2338,https://sam.gov/opp/f58ac46cab3448e6b90e227f08df2338/view
f51cafe9474c46cfaed7e78b0fbf30ba,"45--JACKET ASSY,H20 HEA",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,333414,45,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f51cafe9474c46cfaed7e78b0fbf30ba,https://sam.gov/opp/f51cafe9474c46cfaed7e78b0fbf30ba/view
f507e3ba00d0460cb77023222ffff132,"34--FEEDER,WIRE,WELDING",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,333992,34,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f507e3ba00d0460cb77023222ffff132,https://sam.gov/opp/f507e3ba00d0460cb77023222ffff132/view
f3875133039a49ff95429743bf4c3892,"CABLE ASSEMBLY, FIBE-RFP AMENDMENT",,,,2026-02-19,2026-03-20T16:00:00-05:00,Solicitation,SBA,335921,6020,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f3875133039a49ff95429743bf4c3892,https://sam.gov/opp/f3875133039a49ff95429743bf4c3892/view
f329d69571144645920023064fe5c9a9,YH- YHONA_JANITORIAL SERVICES,,,,2026-02-19,2026-03-05T10:00:00-08:00,Solicitation,SBA,561720,S201,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f329d69571144645920023064fe5c9a9,https://sam.gov/opp/f329d69571144645920023064fe5c9a9/view
f2165094a08e4888a3ce835350a91c7d,"29--FILTER ELEMENT,FLUI",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,336390,29,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f2165094a08e4888a3ce835350a91c7d,https://sam.gov/opp/f2165094a08e4888a3ce835350a91c7d/view
f1cafc4148d64e929e11c0467a45cc26,"53--SCREW,CAP,SOCKET HE",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,332722,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f1cafc4148d64e929e11c0467a45cc26,https://sam.gov/opp/f1cafc4148d64e929e11c0467a45cc26/view
f13a4bc59e714be7a9d8690b2a108d0a,"66--GAGE,PRESSURE,DIAL",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,334519,66,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f13a4bc59e714be7a9d8690b2a108d0a,https://sam.gov/opp/f13a4bc59e714be7a9d8690b2a108d0a/view
f0c105f87daf4a12bf34953a9784e7c6,"61--CABLE ASSEMBLY,SPEC",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,335311,61,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f0c105f87daf4a12bf34953a9784e7c6,https://sam.gov/opp/f0c105f87daf4a12bf34953a9784e7c6/view
f013ae12158145eb8ce1df8ac2d39d45,66--TRANSDUCER,,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,334513,66,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f013ae12158145eb8ce1df8ac2d39d45,https://sam.gov/opp/f013ae12158145eb8ce1df8ac2d39d45/view
efc0b0274a6a40eeacc302da1e22cd4e,"53--NUT,SELF-LOCKING,DO",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,332722,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=efc0b0274a6a40eeacc302da1e22cd4e,https://sam.gov/opp/efc0b0274a6a40eeacc302da1e22cd4e/view
efbe256d292e4c2386a35ef039870470,"53--HINGE,BUTT",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,332510,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=efbe256d292e4c2386a35ef039870470,https://sam.gov/opp/efbe256d292e4c2386a35ef039870470/view
ede0bb23dd264493b4c1e0edfa1b1a25,"53--SCREW,CAP,HEXAGON H",,,,2026-02-19,2026-03-06,Combined Synopsis/Solicitation,SBA,332722,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=ede0bb23dd264493b4c1e0edfa1b1a25,https://sam.gov/opp/ede0bb23dd264493b4c1e0edfa1b1a25/view
eddc583f510e48098b7017873c041237,"47--HOSE ASSEMBLY,METAL",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,332999,47,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=eddc583f510e48098b7017873c041237,https://sam.gov/opp/eddc583f510e48098b7017873c041237/view
ecbd7be919ed44668d4fb3d507e2f602,61--CABLE ASSEMBLY-SWIT,,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,334419,61,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=ecbd7be919ed44668d4fb3d507e2f602,https://sam.gov/opp/ecbd7be919ed44668d4fb3d507e2f602/view
eb7b5b5dc27f42dcb5fb93c6af76bbad,Philips Patient Monitoring  System Patching and Services,,,,2026-02-19,2026-02-26T10:00:00-07:00,Combined Synopsis/Solicitation,SBA,811210,J065,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=eb7b5b5dc27f42dcb5fb93c6af76bbad,https://sam.gov/opp/eb7b5b5dc27f42dcb5fb93c6af76bbad/view
eb5fa7b8db6247dea2307dbb331f29e0,"31--RETAINER AND ROLLER, B",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,213113,31,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=eb5fa7b8db6247dea2307dbb331f29e0,https://sam.gov/opp/eb5fa7b8db6247dea2307dbb331f29e0/view
eb347e5aa8454526a0e9040ce0d589f4,"53--BRACKET,MOUNTING",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,332510,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=eb347e5aa8454526a0e9040ce0d589f4,https://sam.gov/opp/eb347e5aa8454526a0e9040ce0d589f4/view
eac61b7f77d74491aac8f8f91dac18f6,"25--BRAKE,SEGMENTED ROT",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,336340,25,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=eac61b7f77d74491aac8f8f91dac18f6,https://sam.gov/opp/eac61b7f77d74491aac8f8f91dac18f6/view
eaa8bffea4fb478c958fa6500c031c1d,59--ELECTRON TUBE,,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,334419,59,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=eaa8bffea4fb478c958fa6500c031c1d,https://sam.gov/opp/eaa8bffea4fb478c958fa6500c031c1d/view
ea362932634e43baa4c53261b5fe2d22,"61--MOTOR,ALTERNATING C",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,333618,61,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=ea362932634e43baa4c53261b5fe2d22,https://sam.gov/opp/ea362932634e43baa4c53261b5fe2d22/view
e9c0747a83f8411a8ac610648f77bcfb,Z--Nicodemus NHS - Tuckpoint Masonry & Painting,,,,2026-02-19,2026-02-25T10:00:00-06:00,Solicitation,SBA,238140,Z1JZ,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e9c0747a83f8411a8ac610648f77bcfb,https://sam.gov/opp/e9c0747a83f8411a8ac610648f77bcfb/view
e8acaaf4817a4fa8a9a1206b38329cf2,Fabric Spreading Table and Spreader,,,,2026-02-19,2026-02-27T15:00:00-05:00,Combined Synopsis/Solicitation,SBA,333248,3625,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e8acaaf4817a4fa8a9a1206b38329cf2,https://sam.gov/opp/e8acaaf4817a4fa8a9a1206b38329cf2/view
e8948eea1e7e47809cb417a6363b5b40,"SPE60525R0221 AMENDMENT 0012 COG 8 POSTS, CAMPS AND STATIONS",,,,2026-02-19,2026-03-03T20:00:00-05:00,Combined Synopsis/Solicitation,SBA,324110,9130,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e8948eea1e7e47809cb417a6363b5b40,https://sam.gov/opp/e8948eea1e7e47809cb417a6363b5b40/view
e6e2ef91dd6b4672980aa7af921ac2a8,Pre-Solicitation Notice and Draft RFP for Environmental Remediation Services (ERS) Single Award Task Order Contract (SATOC) For the Shaw Air Force Base Optimized Remediation Contract (ORC),,,,2026-02-19,2026-03-13T14:00:00-04:00,Presolicitation,SBA,562910,F108,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e6e2ef91dd6b4672980aa7af921ac2a8,https://sam.gov/opp/e6e2ef91dd6b4672980aa7af921ac2a8/view
e6d380357f50401ba285089c4cb3ed04,Q522--FY26: Teleradiology | West Palm Beach,,,,2026-02-19,2026-03-06T15:00:00-05:00,Presolicitation,SBA,621512,Q522,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e6d380357f50401ba285089c4cb3ed04,https://sam.gov/opp/e6d380357f50401ba285089c4cb3ed04/view
e5a2feea688b405d847cb35d3b2b9670,"53--SCREW,MACHINE",,,,2026-02-19,2026-03-06,Combined Synopsis/Solicitation,SBA,332112,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e5a2feea688b405d847cb35d3b2b9670,https://sam.gov/opp/e5a2feea688b405d847cb35d3b2b9670/view
e4aaf8a40cee4c7a9250b9e7e79bfded,"43--COMPRESSOR,ROTARY",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,333912,43,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e4aaf8a40cee4c7a9250b9e7e79bfded,https://sam.gov/opp/e4aaf8a40cee4c7a9250b9e7e79bfded/view
e47e48bc210c44a29221ad09bac29ce4,"53--SCREW,MACHINE",,,,2026-02-19,2026-03-06,Combined Synopsis/Solicitation,SBA,332722,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e47e48bc210c44a29221ad09bac29ce4,https://sam.gov/opp/e47e48bc210c44a29221ad09bac29ce4/view
e46c5f94c5634d91a0f8883a05edd8f3,"62--LIGHT,INDICATOR",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,334419,62,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e46c5f94c5634d91a0f8883a05edd8f3,https://sam.gov/opp/e46c5f94c5634d91a0f8883a05edd8f3/view
e3d6e679079846efb23aa24a54c41e3a,FCC Oakdale FY26 3rd QTR Religious Diet (Kosher & Halal),,,,2026-02-19,2026-03-05T09:00:00-06:00,Combined Synopsis/Solicitation,SBA,311999,8940,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e3d6e679079846efb23aa24a54c41e3a,https://sam.gov/opp/e3d6e679079846efb23aa24a54c41e3a/view
e3b7197fbbeb46779057f6962b6fa892,"53--SCREW,MACHINE",,,,2026-02-19,2026-03-06,Combined Synopsis/Solicitation,SBA,332112,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e3b7197fbbeb46779057f6962b6fa892,https://sam.gov/opp/e3b7197fbbeb46779057f6962b6fa892/view
e3546e20dd4345e28e142a1307e287c9,"53--WASHER,FINISHING",,,,2026-02-19,2026-03-06,Combined Synopsis/Solicitation,SBA,332722,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e3546e20dd4345e28e142a1307e287c9,https://sam.gov/opp/e3546e20dd4345e28e142a1307e287c9/view
e34e0cd63fdc4b50aec397375cad57d9,"16--PISTON,BRAKE",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,336413,16,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e34e0cd63fdc4b50aec397375cad57d9,https://sam.gov/opp/e34e0cd63fdc4b50aec397375cad57d9/view
e2d4a9397d1b4983aa33daee0342147c,"25--DRYER ASSEMBLY,AIR",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,336330,25,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e2d4a9397d1b4983aa33daee0342147c,https://sam.gov/opp/e2d4a9397d1b4983aa33daee0342147c/view
e1fab5476a044c7d8d7f45968a2492a1,"81--CONTAINER,DEPLOYABL",,,,2026-02-19,2026-02-26,Combined Synopsis/Solicitation,SBA,332439,81,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e1fab5476a044c7d8d7f45968a2492a1,https://sam.gov/opp/e1fab5476a044c7d8d7f45968a2492a1/view
e11cb5579f2a46e2810f7b45a8469a3c,J059--AWARD NOTICE,,,,2026-02-19,,Award Notice,SBA,238210,J059,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e11cb5579f2a46e2810f7b45a8469a3c,https://sam.gov/opp/e11cb5579f2a46e2810f7b45a8469a3c/view
e0820da261ec4fe880afc6189ec4899a,"SPE4A626RX589, 6645-014412762, Watch, Wrist, PN:DW6900-1V",,,,2026-02-19,2026-02-23T15:00:00-05:00,Sources Sought,SBA,334519,6645,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e0820da261ec4fe880afc6189ec4899a,https://sam.gov/opp/e0820da261ec4fe880afc6189ec4899a/view
e08200ce63c64505823a4041d284bbeb,FDC PHILADELPHIA FY26 3RD QTR SUBSISTENCE-BREAD-MILK,,,,2026-02-19,2026-02-25T08:00:00-05:00,Combined Synopsis/Solicitation,SBA,311991,8945,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e08200ce63c64505823a4041d284bbeb,https://sam.gov/opp/e08200ce63c64505823a4041d284bbeb/view
e054f6d099f54044a0081b453dd6118e,"53--SCREW,CAP,SOCKET HE",,,,2026-02-19,2026-03-06,Combined Synopsis/Solicitation,SBA,332722,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=e054f6d099f54044a0081b453dd6118e,https://sam.gov/opp/e054f6d099f54044a0081b453dd6118e/view
df98eebbd8d14a008fba8e2cc1eaa019,61--WIRING HARNESS,,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,334419,61,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=df98eebbd8d14a008fba8e2cc1eaa019,https://sam.gov/opp/df98eebbd8d14a008fba8e2cc1eaa019/view
df18df5f1255430cbf8c6e4ed46a6b30,"29--IGNITION UNIT,LOW V",,,,2026-02-19,2026-03-02,Combined Synopsis/Solicitation,SBA,336320,29,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=df18df5f1255430cbf8c6e4ed46a6b30,https://sam.gov/opp/df18df5f1255430cbf8c6e4ed46a6b30/view
de1e906e354943519f97baf06d4443dd,FY26 J. STROM THURMOND OXYGEN CONTRACT,,,,2026-02-19,2026-03-19T11:00:00-04:00,Combined Synopsis/Solicitation,SBA,325120,6830,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=de1e906e354943519f97baf06d4443dd,https://sam.gov/opp/de1e906e354943519f97baf06d4443dd/view
ddd83b4b2f534858b1e685157d24516b,"15--DUCT ASSEMBLY,BLEED",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,336411,15,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=ddd83b4b2f534858b1e685157d24516b,https://sam.gov/opp/ddd83b4b2f534858b1e685157d24516b/view
ddd18d3ebcc94b7599e9d8b0f30f4e61,FCI LA TUNA-QTR 3-DAIRY,,,,2026-02-19,2026-03-05T17:00:00-07:00,Solicitation,SBA,311999,8910,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=ddd18d3ebcc94b7599e9d8b0f30f4e61,https://sam.gov/opp/ddd18d3ebcc94b7599e9d8b0f30f4e61/view
dd494eb7c19e46ae845fc21c05958d73,"53--SCREW,CAP,SOCKET HE",,,,2026-02-19,2026-03-06,Combined Synopsis/Solicitation,SBA,332722,53,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=dd494eb7c19e46ae845fc21c05958d73,https://sam.gov/opp/dd494eb7c19e46ae845fc21c05958d73/view
dcdbb0ccdaeb4f2fabf1735dbdf4284f,"66--GAGE,DIFFERENTIAL,D",,,,2026-02-19,2026-02-27,Combined Synopsis/Solicitation,SBA,334519,66,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=dcdbb0ccdaeb4f2fabf1735dbdf4284f,https://sam.gov/opp/dcdbb0ccdaeb4f2fabf1735dbdf4284f/view
dca3f7a584bd488fa369baec60c7d09f,Montezuma NWR New Multipurpose Facility,,,,2026-02-19,2026-04-20T14:00:00-04:00,Solicitation,SBA,236220,Y1AA,Yes,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=dca3f7a584bd488fa369baec60c7d09f,https://sam.gov/opp/dca3f7a584bd488fa369baec60c7d09f/view
